generation,futures_type,lifecycle_stage,strategy,timeframe,YYYY-MM,instrument,coverage_start_date,instrument_available,partial_coverage_month,coverage_status,trades,net_R,positive_month,negative_month,zero_month
v2,quarterly,baseline,T2,H1,2023-09,Si,2020-01-01,true,false,AVAILABLE,2,-0.200208705288,false,true,false
v2,quarterly,baseline,T2,H1,2023-09,CNY,2022-04-21,true,false,AVAILABLE,4,0.226166986998,true,false,false
v2,quarterly,baseline,T2,H1,2023-09,GD,2020-01-01,true,false,AVAILABLE,3,5.93504092906,true,false,false
v2,quarterly,baseline,T2,H1,2023-09,BR,2020-01-01,true,false,AVAILABLE,2,0.127933627224,true,false,false
v2,quarterly,baseline,T2,H1,2023-09,MIX,2020-01-01,true,false,NO_TRADES,0,0,false,false,true
v2,quarterly,baseline,T2,H1,2023-09,NG,2020-02-03,true,false,AVAILABLE,1,0.0507813669338,true,false,false
v2,quarterly,baseline,T2,H1,2023-10,Si,2020-01-01,true,false,AVAILABLE,1,-1.00000271893,false,true,false
v2,quarterly,baseline,T2,H1,2023-10,CNY,2022-04-21,true,false,AVAILABLE,3,23.1040697413,true,false,false
v2,quarterly,baseline,T2,H1,2023-10,GD,2020-01-01,true,false,AVAILABLE,2,-1.15098475721,false,true,false
v2,quarterly,baseline,T2,H1,2023-10,BR,2020-01-01,true,false,AVAILABLE,3,-2.35911610267,false,true,false
v2,quarterly,baseline,T2,H1,2023-10,MIX,2020-01-01,true,false,AVAILABLE,1,-0.951486041913,false,true,false
v2,quarterly,baseline,T2,H1,2023-10,NG,2020-02-03,true,false,AVAILABLE,2,6.75113403066,true,false,false
v2,quarterly,baseline,T2,H1,2023-11,Si,2020-01-01,true,false,AVAILABLE,1,-0.603763400779,false,true,false
v2,quarterly,baseline,T2,H1,2023-11,CNY,2022-04-21,true,false,NO_TRADES,0,0,false,false,true
v2,quarterly,baseline,T2,H1,2023-11,GD,2020-01-01,true,false,AVAILABLE,1,1.37837765486,true,false,false
v2,quarterly,baseline,T2,H1,2023-11,BR,2020-01-01,true,false,AVAILABLE,2,-1.158997655,false,true,false
v2,quarterly,baseline,T2,H1,2023-11,MIX,2020-01-01,true,false,AVAILABLE,4,-1.64984665682,false,true,false
v2,quarterly,baseline,T2,H1,2023-11,NG,2020-02-03,true,false,AVAILABLE,4,0.299855704247,true,false,false
v2,quarterly,baseline,T2,H1,2023-12,Si,2020-01-01,true,false,AVAILABLE,1,-0.776526984502,false,true,false
v2,quarterly,baseline,T2,H1,2023-12,CNY,2022-04-21,true,false,NO_TRADES,0,0,false,false,true
v2,quarterly,baseline,T2,H1,2023-12,GD,2020-01-01,true,false,AVAILABLE,2,7.1773987406,true,false,false
v2,quarterly,baseline,T2,H1,2023-12,BR,2020-01-01,true,false,AVAILABLE,1,1.97703594489,true,false,false
v2,quarterly,baseline,T2,H1,2023-12,MIX,2020-01-01,true,false,AVAILABLE,2,1.2902828473,true,false,false
v2,quarterly,baseline,T2,H1,2023-12,NG,2020-02-03,true,false,AVAILABLE,6,7.41217140502,true,false,false
v2,quarterly,baseline,T2,H1,2024-01,Si,2020-01-01,true,false,NO_TRADES,0,0,false,false,true
v2,quarterly,baseline,T2,H1,2024-01,CNY,2022-04-21,true,false,NO_TRADES,0,0,false,false,true
v2,quarterly,baseline,T2,H1,2024-01,GD,2020-01-01,true,false,AVAILABLE,4,-1.42164411151,false,true,false
v2,quarterly,baseline,T2,H1,2024-01,BR,2020-01-01,true,false,NO_TRADES,0,0,false,false,true
v2,quarterly,baseline,T2,H1,2024-01,MIX,2020-01-01,true,false,AVAILABLE,5,-0.645018815826,false,true,false
v2,quarterly,baseline,T2,H1,2024-01,NG,2020-02-03,true,false,AVAILABLE,4,2.97520866664,true,false,false
v2,quarterly,baseline,T2,H1,2024-02,Si,2020-01-01,true,false,AVAILABLE,3,-1.07317620869,false,true,false
v2,quarterly,baseline,T2,H1,2024-02,CNY,2022-04-21,true,false,AVAILABLE,3,-1.91307170206,false,true,false
v2,quarterly,baseline,T2,H1,2024-02,GD,2020-01-01,true,false,AVAILABLE,1,-0.422583100787,false,true,false
v2,quarterly,baseline,T2,H1,2024-02,BR,2020-01-01,true,false,AVAILABLE,2,-0.351490239022,false,true,false
v2,quarterly,baseline,T2,H1,2024-02,MIX,2020-01-01,true,false,AVAILABLE,3,1.31496237908,true,false,false
v2,quarterly,baseline,T2,H1,2024-02,NG,2020-02-03,true,false,AVAILABLE,3,6.51453636547,true,false,false
v2,quarterly,baseline,T2,H1,2024-03,Si,2020-01-01,true,false,AVAILABLE,1,-1.00000571293,false,true,false
v2,quarterly,baseline,T2,H1,2024-03,CNY,2022-04-21,true,false,AVAILABLE,1,-1.04053616355,false,true,false
v2,quarterly,baseline,T2,H1,2024-03,GD,2020-01-01,true,false,NO_TRADES,0,0,false,false,true
v2,quarterly,baseline,T2,H1,2024-03,BR,2020-01-01,true,false,AVAILABLE,1,-1.00401805259,false,true,false
v2,quarterly,baseline,T2,H1,2024-03,MIX,2020-01-01,true,false,AVAILABLE,4,0.086897744223,true,false,false
v2,quarterly,baseline,T2,H1,2024-03,NG,2020-02-03,true,false,AVAILABLE,1,3.86786983537,true,false,false
v2,quarterly,baseline,T2,H1,2024-04,Si,2020-01-01,true,false,AVAILABLE,3,-0.28711547257,false,true,false
v2,quarterly,baseline,T2,H1,2024-04,CNY,2022-04-21,true,false,AVAILABLE,5,-3.41598724336,false,true,false
v2,quarterly,baseline,T2,H1,2024-04,GD,2020-01-01,true,false,AVAILABLE,5,7.21701969955,true,false,false
v2,quarterly,baseline,T2,H1,2024-04,BR,2020-01-01,true,false,AVAILABLE,4,-0.107661615003,false,true,false
v2,quarterly,baseline,T2,H1,2024-04,MIX,2020-01-01,true,false,AVAILABLE,4,0.082376978184,true,false,false
v2,quarterly,baseline,T2,H1,2024-04,NG,2020-02-03,true,false,AVAILABLE,3,-1.94530977542,false,true,false
v2,quarterly,baseline,T2,H1,2024-05,Si,2020-01-01,true,false,AVAILABLE,2,-0.060383998175,false,true,false
v2,quarterly,baseline,T2,H1,2024-05,CNY,2022-04-21,true,false,AVAILABLE,2,12.5834488484,true,false,false
v2,quarterly,baseline,T2,H1,2024-05,GD,2020-01-01,true,false,AVAILABLE,2,1.08980820047,true,false,false
v2,quarterly,baseline,T2,H1,2024-05,BR,2020-01-01,true,false,AVAILABLE,4,0.795680262825,true,false,false
v2,quarterly,baseline,T2,H1,2024-05,MIX,2020-01-01,true,false,AVAILABLE,3,2.96459536104,true,false,false
v2,quarterly,baseline,T2,H1,2024-05,NG,2020-02-03,true,false,AVAILABLE,2,-1.23201061496,false,true,false
v2,quarterly,baseline,T2,H1,2024-06,Si,2020-01-01,true,false,AVAILABLE,4,5.94095588336,true,false,false
v2,quarterly,baseline,T2,H1,2024-06,CNY,2022-04-21,true,false,AVAILABLE,2,-1.56310268401,false,true,false
v2,quarterly,baseline,T2,H1,2024-06,GD,2020-01-01,true,false,NO_TRADES,0,0,false,false,true
v2,quarterly,baseline,T2,H1,2024-06,BR,2020-01-01,true,false,NO_TRADES,0,0,false,false,true
v2,quarterly,baseline,T2,H1,2024-06,MIX,2020-01-01,true,false,AVAILABLE,3,-0.062893514126,false,true,false
v2,quarterly,baseline,T2,H1,2024-06,NG,2020-02-03,true,false,AVAILABLE,3,2.4940151699,true,false,false
v2,quarterly,baseline,T2,H1,2024-07,Si,2020-01-01,true,false,AVAILABLE,1,-1.00000760536,false,true,false
v2,quarterly,baseline,T2,H1,2024-07,CNY,2022-04-21,true,false,AVAILABLE,1,-0.459202953168,false,true,false
v2,quarterly,baseline,T2,H1,2024-07,GD,2020-01-01,true,false,AVAILABLE,2,2.18896463015,true,false,false
v2,quarterly,baseline,T2,H1,2024-07,BR,2020-01-01,true,false,AVAILABLE,3,1.84464567325,true,false,false
v2,quarterly,baseline,T2,H1,2024-07,MIX,2020-01-01,true,false,AVAILABLE,3,-0.252439780256,false,true,false
v2,quarterly,baseline,T2,H1,2024-07,NG,2020-02-03,true,false,AVAILABLE,6,6.46592537174,true,false,false
v2,quarterly,baseline,T2,H1,2024-08,Si,2020-01-01,true,false,AVAILABLE,2,-1.26351212942,false,true,false
v2,quarterly,baseline,T2,H1,2024-08,CNY,2022-04-21,true,false,AVAILABLE,1,2.39325164361,true,false,false
v2,quarterly,baseline,T2,H1,2024-08,GD,2020-01-01,true,false,AVAILABLE,5,-2.04736075318,false,true,false
v2,quarterly,baseline,T2,H1,2024-08,BR,2020-01-01,true,false,NO_TRADES,0,0,false,false,true
v2,quarterly,baseline,T2,H1,2024-08,MIX,2020-01-01,true,false,AVAILABLE,3,2.47176403222,true,false,false
v2,quarterly,baseline,T2,H1,2024-08,NG,2020-02-03,true,false,AVAILABLE,2,-0.651551049759,false,true,false
v2,quarterly,baseline,T2,H1,2024-09,Si,2020-01-01,true,false,AVAILABLE,5,6.75168539549,true,false,false
v2,quarterly,baseline,T2,H1,2024-09,CNY,2022-04-21,true,false,AVAILABLE,2,16.4515659621,true,false,false
v2,quarterly,baseline,T2,H1,2024-09,GD,2020-01-01,true,false,AVAILABLE,1,-0.911719271163,false,true,false
v2,quarterly,baseline,T2,H1,2024-09,BR,2020-01-01,true,false,AVAILABLE,2,1.9310793218,true,false,false
v2,quarterly,baseline,T2,H1,2024-09,MIX,2020-01-01,true,false,AVAILABLE,1,-0.0911055810146,false,true,false
v2,quarterly,baseline,T2,H1,2024-09,NG,2020-02-03,true,false,AVAILABLE,1,-0.505207002203,false,true,false
v2,quarterly,baseline,T2,H1,2024-10,Si,2020-01-01,true,false,AVAILABLE,6,2.80052363035,true,false,false
v2,quarterly,baseline,T2,H1,2024-10,CNY,2022-04-21,true,false,AVAILABLE,2,-2.03560952744,false,true,false
v2,quarterly,baseline,T2,H1,2024-10,GD,2020-01-01,true,false,AVAILABLE,3,3.23666781901,true,false,false
v2,quarterly,baseline,T2,H1,2024-10,BR,2020-01-01,true,false,AVAILABLE,1,-0.0114507624847,false,true,false
v2,quarterly,baseline,T2,H1,2024-10,MIX,2020-01-01,true,false,AVAILABLE,1,3.18172551301,true,false,false
v2,quarterly,baseline,T2,H1,2024-10,NG,2020-02-03,true,false,AVAILABLE,4,0.159881165894,true,false,false
v2,quarterly,baseline,T2,H1,2024-11,Si,2020-01-01,true,false,AVAILABLE,2,4.58898901485,true,false,false
v2,quarterly,baseline,T2,H1,2024-11,CNY,2022-04-21,true,false,AVAILABLE,4,0.611198667714,true,false,false
v2,quarterly,baseline,T2,H1,2024-11,GD,2020-01-01,true,false,NO_TRADES,0,0,false,false,true
v2,quarterly,baseline,T2,H1,2024-11,BR,2020-01-01,true,false,AVAILABLE,3,-1.46516648596,false,true,false
v2,quarterly,baseline,T2,H1,2024-11,MIX,2020-01-01,true,false,AVAILABLE,4,2.73495066823,true,false,false
v2,quarterly,baseline,T2,H1,2024-11,NG,2020-02-03,true,false,AVAILABLE,2,-0.558557978494,false,true,false
v2,quarterly,baseline,T2,H1,2024-12,Si,2020-01-01,true,false,AVAILABLE,1,-0.24530679416,false,true,false
v2,quarterly,baseline,T2,H1,2024-12,CNY,2022-04-21,true,false,NO_TRADES,0,0,false,false,true
v2,quarterly,baseline,T2,H1,2024-12,GD,2020-01-01,true,false,AVAILABLE,2,-0.839420641397,false,true,false
v2,quarterly,baseline,T2,H1,2024-12,BR,2020-01-01,true,false,AVAILABLE,2,-0.879757375704,false,true,false
v2,quarterly,baseline,T2,H1,2024-12,MIX,2020-01-01,true,false,AVAILABLE,2,2.77539352817,true,false,false
v2,quarterly,baseline,T2,H1,2024-12,NG,2020-02-03,true,false,AVAILABLE,4,-1.28807892746,false,true,false
v2,quarterly,baseline,T3,M30,2020-01,Si,2020-01-01,true,false,AVAILABLE,2,-1.32897104408,false,true,false
v2,quarterly,baseline,T3,M30,2020-01,CNY,2022-04-21,false,false,NOT_YET_AVAILABLE,0,0,false,false,false
v2,quarterly,baseline,T3,M30,2020-01,GD,2020-01-01,true,false,NO_TRADES,0,0,false,false,true
v2,quarterly,baseline,T3,M30,2020-01,BR,2020-01-01,true,false,AVAILABLE,1,-1.00653501273,false,true,false
v2,quarterly,baseline,T3,M30,2020-01,MIX,2020-01-01,true,false,AVAILABLE,1,-1.000001426,false,true,false
v2,quarterly,baseline,T3,M30,2020-01,NG,2020-02-03,false,false,NOT_YET_AVAILABLE,0,0,false,false,false
v2,quarterly,baseline,T3,M30,2020-02,Si,2020-01-01,true,false,AVAILABLE,7,-1.03872362571,false,true,false
v2,quarterly,baseline,T3,M30,2020-02,CNY,2022-04-21,false,false,NOT_YET_AVAILABLE,0,0,false,false,false
v2,quarterly,baseline,T3,M30,2020-02,GD,2020-01-01,true,false,AVAILABLE,8,0.423265585847,true,false,false
v2,quarterly,baseline,T3,M30,2020-02,BR,2020-01-01,true,false,AVAILABLE,7,-1.43049882439,false,true,false
v2,quarterly,baseline,T3,M30,2020-02,MIX,2020-01-01,true,false,AVAILABLE,3,7.72755499233,true,false,false
v2,quarterly,baseline,T3,M30,2020-02,NG,2020-02-03,true,true,NO_TRADES,0,0,false,false,true
v2,quarterly,baseline,T3,M30,2020-03,Si,2020-01-01,true,false,AVAILABLE,7,16.9518498405,true,false,false
v2,quarterly,baseline,T3,M30,2020-03,CNY,2022-04-21,false,false,NOT_YET_AVAILABLE,0,0,false,false,false
v2,quarterly,baseline,T3,M30,2020-03,GD,2020-01-01,true,false,AVAILABLE,5,-2.52432972566,false,true,false
v2,quarterly,baseline,T3,M30,2020-03,BR,2020-01-01,true,false,AVAILABLE,8,5.98797344014,true,false,false
v2,quarterly,baseline,T3,M30,2020-03,MIX,2020-01-01,true,false,AVAILABLE,6,-1.33913937051,false,true,false
v2,quarterly,baseline,T3,M30,2020-03,NG,2020-02-03,true,false,AVAILABLE,2,-1.66234550656,false,true,false
v2,quarterly,baseline,T3,M30,2020-04,Si,2020-01-01,true,false,AVAILABLE,4,-1.89354203102,false,true,false
v2,quarterly,baseline,T3,M30,2020-04,CNY,2022-04-21,false,false,NOT_YET_AVAILABLE,0,0,false,false,false
v2,quarterly,baseline,T3,M30,2020-04,GD,2020-01-01,true,false,AVAILABLE,2,-0.783199623381,false,true,false
v2,quarterly,baseline,T3,M30,2020-04,BR,2020-01-01,true,false,AVAILABLE,7,-4.24886226708,false,true,false
v2,quarterly,baseline,T3,M30,2020-04,MIX,2020-01-01,true,false,AVAILABLE,4,-2.985496257,false,true,false
v2,quarterly,baseline,T3,M30,2020-04,NG,2020-02-03,true,false,AVAILABLE,7,1.4529476119,true,false,false
v2,quarterly,baseline,T3,M30,2020-05,Si,2020-01-01,true,false,NO_TRADES,0,0,false,false,true
v2,quarterly,baseline,T3,M30,2020-05,CNY,2022-04-21,false,false,NOT_YET_AVAILABLE,0,0,false,false,false
v2,quarterly,baseline,T3,M30,2020-05,GD,2020-01-01,true,false,AVAILABLE,2,0.803582470213,true,false,false
v2,quarterly,baseline,T3,M30,2020-05,BR,2020-01-01,true,false,AVAILABLE,4,-0.525906895631,false,true,false
v2,quarterly,baseline,T3,M30,2020-05,MIX,2020-01-01,true,false,AVAILABLE,3,2.05209974453,true,false,false
v2,quarterly,baseline,T3,M30,2020-05,NG,2020-02-03,true,false,AVAILABLE,3,1.29945883578,true,false,false
v2,quarterly,baseline,T3,M30,2020-06,Si,2020-01-01,true,false,AVAILABLE,3,-0.975580795224,false,true,false
v2,quarterly,baseline,T3,M30,2020-06,CNY,2022-04-21,false,false,NOT_YET_AVAILABLE,0,0,false,false,false
v2,quarterly,baseline,T3,M30,2020-06,GD,2020-01-01,true,false,AVAILABLE,3,-0.212724447807,false,true,false
v2,quarterly,baseline,T3,M30,2020-06,BR,2020-01-01,true,false,AVAILABLE,5,-2.05641953118,false,true,false
v2,quarterly,baseline,T3,M30,2020-06,MIX,2020-01-01,true,false,AVAILABLE,2,-0.160664115852,false,true,false
v2,quarterly,baseline,T3,M30,2020-06,NG,2020-02-03,true,false,AVAILABLE,4,2.96134454545,true,false,false
v2,quarterly,baseline,T3,M30,2020-07,Si,2020-01-01,true,false,AVAILABLE,7,-0.790158231538,false,true,false
v2,quarterly,baseline,T3,M30,2020-07,CNY,2022-04-21,false,false,NOT_YET_AVAILABLE,0,0,false,false,false
v2,quarterly,baseline,T3,M30,2020-07,GD,2020-01-01,true,false,AVAILABLE,8,1.92935303646,true,false,false
v2,quarterly,baseline,T3,M30,2020-07,BR,2020-01-01,true,false,AVAILABLE,1,0.980463158593,true,false,false
v2,quarterly,baseline,T3,M30,2020-07,MIX,2020-01-01,true,false,AVAILABLE,3,1.65713780263,true,false,false
v2,quarterly,baseline,T3,M30,2020-07,NG,2020-02-03,true,false,AVAILABLE,3,-1.35483631835,false,true,false
v2,quarterly,baseline,T3,M30,2020-08,Si,2020-01-01,true,false,AVAILABLE,6,-1.38789967611,false,true,false
v2,quarterly,baseline,T3,M30,2020-08,CNY,2022-04-21,false,false,NOT_YET_AVAILABLE,0,0,false,false,false
v2,quarterly,baseline,T3,M30,2020-08,GD,2020-01-01,true,false,AVAILABLE,6,-3.56620373774,false,true,false
v2,quarterly,baseline,T3,M30,2020-08,BR,2020-01-01,true,false,AVAILABLE,5,-0.1150831939,false,true,false
v2,quarterly,baseline,T3,M30,2020-08,MIX,2020-01-01,true,false,AVAILABLE,3,4.6029130904,true,false,false
v2,quarterly,baseline,T3,M30,2020-08,NG,2020-02-03,true,false,AVAILABLE,5,1.60146277599,true,false,false
v2,quarterly,baseline,T3,M30,2020-09,Si,2020-01-01,true,false,AVAILABLE,4,4.34598158476,true,false,false
v2,quarterly,baseline,T3,M30,2020-09,CNY,2022-04-21,false,false,NOT_YET_AVAILABLE,0,0,false,false,false
v2,quarterly,baseline,T3,M30,2020-09,GD,2020-01-01,true,false,AVAILABLE,3,3.5444545766,true,false,false
v2,quarterly,baseline,T3,M30,2020-09,BR,2020-01-01,true,false,AVAILABLE,7,2.90376433033,true,false,false
v2,quarterly,baseline,T3,M30,2020-09,MIX,2020-01-01,true,false,AVAILABLE,5,0.619838738786,true,false,false
v2,quarterly,baseline,T3,M30,2020-09,NG,2020-02-03,true,false,AVAILABLE,5,2.85993333921,true,false,false
v2,quarterly,baseline,T3,M30,2020-10,Si,2020-01-01,true,false,AVAILABLE,3,1.68682995941,true,false,false
v2,quarterly,baseline,T3,M30,2020-10,CNY,2022-04-21,false,false,NOT_YET_AVAILABLE,0,0,false,false,false
v2,quarterly,baseline,T3,M30,2020-10,GD,2020-01-01,true,false,AVAILABLE,2,-1.32801273083,false,true,false
v2,quarterly,baseline,T3,M30,2020-10,BR,2020-01-01,true,false,AVAILABLE,2,5.00304968448,true,false,false
v2,quarterly,baseline,T3,M30,2020-10,MIX,2020-01-01,true,false,AVAILABLE,2,4.57242236645,true,false,false
v2,quarterly,baseline,T3,M30,2020-10,NG,2020-02-03,true,false,AVAILABLE,4,0.134316115563,true,false,false
v2,quarterly,baseline,T3,M30,2020-11,Si,2020-01-01,true,false,AVAILABLE,3,-1.16753002379,false,true,false
v2,quarterly,baseline,T3,M30,2020-11,CNY,2022-04-21,false,false,NOT_YET_AVAILABLE,0,0,false,false,false
v2,quarterly,baseline,T3,M30,2020-11,GD,2020-01-01,true,false,AVAILABLE,4,0.47730064653,true,false,false
v2,quarterly,baseline,T3,M30,2020-11,BR,2020-01-01,true,false,AVAILABLE,3,-0.928355204436,false,true,false
v2,quarterly,baseline,T3,M30,2020-11,MIX,2020-01-01,true,false,AVAILABLE,5,3.1753533022,true,false,false
v2,quarterly,baseline,T3,M30,2020-11,NG,2020-02-03,true,false,AVAILABLE,3,7.248917819,true,false,false
v2,quarterly,baseline,T3,M30,2020-12,Si,2020-01-01,true,false,AVAILABLE,6,0.176161704567,true,false,false
v2,quarterly,baseline,T3,M30,2020-12,CNY,2022-04-21,false,false,NOT_YET_AVAILABLE,0,0,false,false,false
v2,quarterly,baseline,T3,M30,2020-12,GD,2020-01-01,true,false,AVAILABLE,3,-0.138304972373,false,true,false
v2,quarterly,baseline,T3,M30,2020-12,BR,2020-01-01,true,false,AVAILABLE,2,-1.95976626872,false,true,false
v2,quarterly,baseline,T3,M30,2020-12,MIX,2020-01-01,true,false,AVAILABLE,4,0.118521326124,true,false,false
v2,quarterly,baseline,T3,M30,2020-12,NG,2020-02-03,true,false,AVAILABLE,5,0.28167383389,true,false,false
v2,quarterly,baseline,T3,M30,2021-01,Si,2020-01-01,true,false,AVAILABLE,3,-2.3957232787,false,true,false
v2,quarterly,baseline,T3,M30,2021-01,CNY,2022-04-21,false,false,NOT_YET_AVAILABLE,0,0,false,false,false
v2,quarterly,baseline,T3,M30,2021-01,GD,2020-01-01,true,false,AVAILABLE,2,1.09838944167,true,false,false
v2,quarterly,baseline,T3,M30,2021-01,BR,2020-01-01,true,false,AVAILABLE,4,-1.68228557486,false,true,false
v2,quarterly,baseline,T3,M30,2021-01,MIX,2020-01-01,true,false,AVAILABLE,6,-1.63565925096,false,true,false
v2,quarterly,baseline,T3,M30,2021-01,NG,2020-02-03,true,false,AVAILABLE,3,-1.57014428433,false,true,false
v2,quarterly,baseline,T3,M30,2021-02,Si,2020-01-01,true,false,AVAILABLE,2,-0.436825074619,false,true,false
v2,quarterly,baseline,T3,M30,2021-02,CNY,2022-04-21,false,false,NOT_YET_AVAILABLE,0,0,false,false,false
v2,quarterly,baseline,T3,M30,2021-02,GD,2020-01-01,true,false,AVAILABLE,4,-1.97506349847,false,true,false
v2,quarterly,baseline,T3,M30,2021-02,BR,2020-01-01,true,false,AVAILABLE,6,0.662010706796,true,false,false
v2,quarterly,baseline,T3,M30,2021-02,MIX,2020-01-01,true,false,AVAILABLE,2,3.54113249578,true,false,false
v2,quarterly,baseline,T3,M30,2021-02,NG,2020-02-03,true,false,AVAILABLE,3,-2.32177479644,false,true,false
v2,quarterly,baseline,T3,M30,2021-03,Si,2020-01-01,true,false,AVAILABLE,5,-2.77243616869,false,true,false
v2,quarterly,baseline,T3,M30,2021-03,CNY,2022-04-21,false,false,NOT_YET_AVAILABLE,0,0,false,false,false
v2,quarterly,baseline,T3,M30,2021-03,GD,2020-01-01,true,false,AVAILABLE,4,5.43008880994,true,false,false
v2,quarterly,baseline,T3,M30,2021-03,BR,2020-01-01,true,false,AVAILABLE,7,1.86187572997,true,false,false
v2,quarterly,baseline,T3,M30,2021-03,MIX,2020-01-01,true,false,AVAILABLE,4,-3.6017153141,false,true,false
v2,quarterly,baseline,T3,M30,2021-03,NG,2020-02-03,true,false,AVAILABLE,4,-0.078986880326,false,true,false
v2,quarterly,baseline,T3,M30,2021-04,Si,2020-01-01,true,false,AVAILABLE,5,-0.66434201643,false,true,false
v2,quarterly,baseline,T3,M30,2021-04,CNY,2022-04-21,false,false,NOT_YET_AVAILABLE,0,0,false,false,false
v2,quarterly,baseline,T3,M30,2021-04,GD,2020-01-01,true,false,AVAILABLE,7,0.793798770591,true,false,false
v2,quarterly,baseline,T3,M30,2021-04,BR,2020-01-01,true,false,AVAILABLE,2,-1.13422468981,false,true,false
v2,quarterly,baseline,T3,M30,2021-04,MIX,2020-01-01,true,false,AVAILABLE,5,0.66893929673,true,false,false
v2,quarterly,baseline,T3,M30,2021-04,NG,2020-02-03,true,false,AVAILABLE,5,1.61044878863,true,false,false
v2,quarterly,baseline,T3,M30,2021-05,Si,2020-01-01,true,false,AVAILABLE,2,-1.4399187531,false,true,false
v2,quarterly,baseline,T3,M30,2021-05,CNY,2022-04-21,false,false,NOT_YET_AVAILABLE,0,0,false,false,false
v2,quarterly,baseline,T3,M30,2021-05,GD,2020-01-01,true,false,AVAILABLE,6,-0.419104746563,false,true,false
v2,quarterly,baseline,T3,M30,2021-05,BR,2020-01-01,true,false,AVAILABLE,7,-3.15297327203,false,true,false
v2,quarterly,baseline,T3,M30,2021-05,MIX,2020-01-01,true,false,AVAILABLE,7,-5.4451785229,false,true,false
v2,quarterly,baseline,T3,M30,2021-05,NG,2020-02-03,true,false,AVAILABLE,3,0.94744561006,true,false,false
v2,quarterly,baseline,T3,M30,2021-06,Si,2020-01-01,true,false,AVAILABLE,7,-1.33103888633,false,true,false
v2,quarterly,baseline,T3,M30,2021-06,CNY,2022-04-21,false,false,NOT_YET_AVAILABLE,0,0,false,false,false
v2,quarterly,baseline,T3,M30,2021-06,GD,2020-01-01,true,false,AVAILABLE,3,0.357696436845,true,false,false
v2,quarterly,baseline,T3,M30,2021-06,BR,2020-01-01,true,false,AVAILABLE,9,-1.8970806626,false,true,false
v2,quarterly,baseline,T3,M30,2021-06,MIX,2020-01-01,true,false,AVAILABLE,5,1.30782602232,true,false,false
v2,quarterly,baseline,T3,M30,2021-06,NG,2020-02-03,true,false,AVAILABLE,9,3.198775618,true,false,false
v2,quarterly,baseline,T3,M30,2021-07,Si,2020-01-01,true,false,AVAILABLE,4,-0.818541805417,false,true,false
v2,quarterly,baseline,T3,M30,2021-07,CNY,2022-04-21,false,false,NOT_YET_AVAILABLE,0,0,false,false,false
v2,quarterly,baseline,T3,M30,2021-07,GD,2020-01-01,true,false,AVAILABLE,3,-2.07265667213,false,true,false
v2,quarterly,baseline,T3,M30,2021-07,BR,2020-01-01,true,false,AVAILABLE,6,-0.336829681049,false,true,false
v2,quarterly,baseline,T3,M30,2021-07,MIX,2020-01-01,true,false,AVAILABLE,7,0.501409542247,true,false,false
